画像,ラベル
"[[[0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  ...,
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373]],

 [[0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  ...,
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373]],

 [[0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  ...,
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373]],

 ...,

 [[0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  ...,
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373]],

 [[0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  ...,
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373]],

 [[0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  ...,
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373],
  [0.7254902 , 0.51764706, 0.98431373]]]","(185, 132, 251)"
"[[[0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  ...,
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882]],

 [[0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  ...,
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882]],

 [[0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  ...,
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882]],

 ...,

 [[0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  ...,
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882]],

 [[0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  ...,
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882]],

 [[0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  ...,
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882],
  [0.30980392, 0.33333333, 0.84705882]]]","(79, 85, 216)"
"[[[0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  ...,
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706]],

 [[0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  ...,
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706]],

 [[0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  ...,
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706]],

 ...,

 [[0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  ...,
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706]],

 [[0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  ...,
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706]],

 [[0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  ...,
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706],
  [0.76862745, 0.2745098 , 0.11764706]]]","(196, 70, 30)"
"[[[0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  ...,
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ]],

 [[0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  ...,
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ]],

 [[0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  ...,
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ]],

 ...,

 [[0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  ...,
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ]],

 [[0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  ...,
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ]],

 [[0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  ...,
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ],
  [0.89019608, 0.74901961, 0.4       ]]]","(227, 191, 102)"
"[[[0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  ...,
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922]],

 [[0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  ...,
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922]],

 [[0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  ...,
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922]],

 ...,

 [[0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  ...,
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922]],

 [[0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  ...,
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922]],

 [[0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  ...,
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922],
  [0.90588235, 0.5254902 , 0.89803922]]]","(231, 134, 229)"
"[[[0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  ...,
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039]],

 [[0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  ...,
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039]],

 [[0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  ...,
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039]],

 ...,

 [[0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  ...,
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039]],

 [[0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  ...,
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039]],

 [[0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  ...,
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039],
  [0.9372549 , 0.57647059, 0.45098039]]]","(239, 147, 115)"
"[[[0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  ...,
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196]],

 [[0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  ...,
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196]],

 [[0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  ...,
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196]],

 ...,

 [[0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  ...,
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196]],

 [[0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  ...,
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196]],

 [[0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  ...,
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196],
  [0.44705882, 0.85490196, 0.85490196]]]","(114, 218, 218)"
"[[[0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  ...,
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824]],

 [[0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  ...,
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824]],

 [[0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  ...,
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824]],

 ...,

 [[0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  ...,
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824]],

 [[0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  ...,
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824]],

 [[0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  ...,
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824],
  [0.40392157, 0.87058824, 0.07058824]]]","(103, 222, 18)"
"[[[0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  ...,
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196]],

 [[0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  ...,
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196]],

 [[0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  ...,
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196]],

 ...,

 [[0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  ...,
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196]],

 [[0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  ...,
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196]],

 [[0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  ...,
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196],
  [0.84313725, 0.12156863, 0.05490196]]]","(215, 31, 14)"
"[[[0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  ...,
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667]],

 [[0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  ...,
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667]],

 [[0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  ...,
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667]],

 ...,

 [[0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  ...,
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667]],

 [[0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  ...,
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667]],

 [[0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  ...,
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667],
  [0.59215686, 0.41960784, 0.06666667]]]","(151, 107, 17)"
"[[[0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  ...,
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353]],

 [[0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  ...,
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353]],

 [[0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  ...,
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353]],

 ...,

 [[0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  ...,
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353]],

 [[0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  ...,
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353]],

 [[0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  ...,
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353],
  [0.6627451 , 0.30196078, 0.25882353]]]","(169, 77, 66)"
"[[[0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  ...,
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ]],

 [[0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  ...,
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ]],

 [[0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  ...,
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ]],

 ...,

 [[0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  ...,
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ]],

 [[0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  ...,
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ]],

 [[0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  ...,
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ],
  [0.17254902, 0.27843137, 1.        ]]]","(44, 71, 255)"
"[[[0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  ...,
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196]],

 [[0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  ...,
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196]],

 [[0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  ...,
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196]],

 ...,

 [[0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  ...,
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196]],

 [[0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  ...,
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196]],

 [[0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  ...,
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196],
  [0.86666667, 0.23921569, 0.05490196]]]","(221, 61, 14)"
"[[[0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  ...,
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471]],

 [[0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  ...,
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471]],

 [[0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  ...,
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471]],

 ...,

 [[0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  ...,
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471]],

 [[0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  ...,
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471]],

 [[0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  ...,
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471],
  [0.39607843, 0.75294118, 0.41176471]]]","(101, 192, 105)"
"[[[0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  ...,
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157]],

 [[0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  ...,
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157]],

 [[0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  ...,
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157]],

 ...,

 [[0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  ...,
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157]],

 [[0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  ...,
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157]],

 [[0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  ...,
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157],
  [0.19215686, 0.78039216, 0.80392157]]]","(49, 199, 205)"
